,Customer Name,Review Title,Rating,Reviews
1693,N L N SASTRY,Worth it,4.0 out of 5 stars,  Excellent phone
1694,Dhanush,Good one,5.0 out of 5 stars,  The performance is at its Best
1695,Amazon Customer,Heating issue,2.0 out of 5 stars,  Camera is good. But performence is bad
1696,Deepak Patel,Raw materials,4.0 out of 5 stars,  Good product and price
1697,suhas,Awesome buy,5.0 out of 5 stars,  Its good at this price
1698,Snehashis Maity,nice sound quality,4.0 out of 5 stars,  very bad selfie camera
1699,naveed,Best segment under 40k,5.0 out of 5 stars,  The phone is next level in every aspects.....
1700,Ananth,OnePlus never fails me,5.0 out of 5 stars,  OnePlus always stands for the quality
1701,Manoj,Amazing phone,4.0 out of 5 stars,  Performance with great photo capture.
1702,Amazon Customer,Buy when you get good discount,5.0 out of 5 stars,  It's a good phone for the budget with
1703,Rahul Patel,Review,4.0 out of 5 stars,  Very nice products but lack only in camera department
1704,Puia Renthlei,Performance phone,4.0 out of 5 stars,  Great product.But camera is less than expected.
1705,Amiya Biswal,Opt it without spending more time comparing with other smart phones....👍👍👍,5.0 out of 5 stars,"  Everything is good....Camera, battery, etc....."
1706,Kamalakanta malik,I,3.0 out of 5 stars,  Overall perfect but slow motion video are not perfect
1707,Patelmyasin7,it's nice design,5.0 out of 5 stars,  it's nice performance
1708,Amazon Customer,Excellent,5.0 out of 5 stars,  V.good
1709,Prabal Thakur,Faster,5.0 out of 5 stars,  Awsome
1710,Ramesh,Amazing performance,5.0 out of 5 stars,  I think it's a batter phone in this price ..
1711,Saheb Manna,Exilent power house,5.0 out of 5 stars,"  Very nice phone, battery backup nice"
1712,Tamil,Better option for Apple,5.0 out of 5 stars,  Perfect partner for me. Simple Good.
1713,Aneeshkumar s,Above Average performance,5.0 out of 5 stars,"  Camera clarity need to compromise,😔"
1714,Jyotiranjan Dalei,"Camera ,display ,optimiser",5.0 out of 5 stars,  Better device within its rangeGood performance
1715,Anand,Display heating,4.0 out of 5 stars,  Display Heating  while playing vids and normal usage
1716,Pushpa,Over heat,3.0 out of 5 stars,  Mobile is over heating even with normal app use ....
1717,SIDTH,Worthed,5.0 out of 5 stars,  Damit. ..this is fire . especially after the updates
1718,sai kumar,Good phone in 9 series,5.0 out of 5 stars,  Good phone..you can choose to buy than choosing nord
1719,Siddharth M.,First time OnePlus user,5.0 out of 5 stars,  The product is an absolute value for money.
1720,Viraj,By comparing other pieces of 9r my hanset battery drains fast .,3.0 out of 5 stars,  Some battery problem is there . Battery drains fast
1721,Divya Mundhada,Performance is very good,4.0 out of 5 stars,  Nice mobile.Performance wise it is very good.
1722,Munny,it's good,5.0 out of 5 stars,  Phone is good one nd battery condition is very good
1723,Koteswararao ,Tq,5.0 out of 5 stars,  Good product
1724,chandra Dasari,Nice product,5.0 out of 5 stars,  Personal use
1725,Amazon Customer,Fine,4.0 out of 5 stars,  It's fine but it can be more better
1726,k ..,Camera is like beautifying app,3.0 out of 5 stars,  Heating problem....
1727,Kartikey,Superb phone to buy in this price..,5.0 out of 5 stars,  Excellent phone with Good camera quality..
1728,Amazon Customer,Don't buy.,1.0 out of 5 stars,"  It's heats very badly, very badly."
1729,Ajith.r,Heating issue,3.0 out of 5 stars,  Battary issue charging time battery mobile heating
1730,Sanket ,Performance is like a beast worth all the money with average camera quality.,4.0 out of 5 stars,  Top performance always with average camera quality
1731,Baba,Just ok,3.0 out of 5 stars,"  Processing is good, touch and battery not so good."
1732,bharat,"No overheating, No battery drain issue",4.0 out of 5 stars,"  Value for money, go for it"
1733,Soham chatterjee,Stop reading reviews and buy the product,5.0 out of 5 stars,  Best one plus 9 phone that won't break your bank
1734,Ram,Battery problem 😞😡,1.0 out of 5 stars,  Battery drain fastly and camera quality is average
1735,Adams Deva,Good,5.0 out of 5 stars,  Very good platform
1736,subrahmanyam patamsetti,Excellent,5.0 out of 5 stars,  Simply beast..But slight heat is observed
1737,Sandip Mondal,Heating problems,1.0 out of 5 stars,  Very bad product form one plus ...phone is to hot
1738,Goutam Kumar Swain,Loved one plus,5.0 out of 5 stars,  Awesome product with well packaged..Love it
1739,Nandakishore,Average,3.0 out of 5 stars,  Severe heating issue and low quality rear cameras
1740,Praful Choudhary,Battery Drainage,4.0 out of 5 stars,  All are good but only problem is battery Drainage
1741,mdfayaz,Awesome,5.0 out of 5 stars,  Awesome mobile value for money 💸
1742,aashray mahajan,Excellent performance,5.0 out of 5 stars,  Overall performance are very good
1743,Amazon Customer,Good phone,5.0 out of 5 stars,  Good phone
1744,Ajit,Fantanstic,4.0 out of 5 stars,  Good phone
1745,Shivam Trivedi,NA,5.0 out of 5 stars,  Awesome product received.
1746,vikas,Battery backup is poor,5.0 out of 5 stars,  All good reamining battery backuo
1747,Abhi,Just wow🥰,4.0 out of 5 stars,  Little heating issue.. but it's ok.. i love it🥰
1748,Santosh Barik,The gaming experience,5.0 out of 5 stars,  The overall experience with the phone is awesome
1749,Dagar Trading Co kosli,all quaility is best,5.0 out of 5 stars,  your service is very good and very fast dilivery
1750,Ankit Godara,Its good for gaming,5.0 out of 5 stars,  Battery is not so good but charger is very quick
1751,dewashish sharma,Camera quality should be good and battery back up should be improve  shoul,3.0 out of 5 stars,  Not satisfied as i was satisfied with one plus 6
1752,Chethu,Heating issue,3.0 out of 5 stars,  Battery capacity is nice
1753,KAPIL DEV PAUL,BAD QUALITY,3.0 out of 5 stars,  CAMARA QUALITY TOTALLY BAD AS PER PRICE
1754,sharukh pathan,Pocket mode sensor are very poor quality & also very bad experience regarding screen sensor.,1.0 out of 5 stars,  all are good but screen sensor are poor quality
1755,nikhil kumar lakyani,Excellent 👍,5.0 out of 5 stars,  👍👍👍👍
1756, Sariqul haque,Must go for it.. overall performance is outstanding,5.0 out of 5 stars,  Fingerprint too fast..battery average..
1757,Paramesh,Phone looks very good but battery issue,4.0 out of 5 stars,  Its getting over heated
1758,P K Mishra,Simply great,4.0 out of 5 stars,  Feeling premium
1759,Pooja,Not satisfied with the product,1.0 out of 5 stars,"  No battery backup, camera is just okay"
1760,Satendra,Something best require  but it's money harassment,1.0 out of 5 stars,  Same 8t no any new  future making fool
1761,Manish kumar,Very good product,5.0 out of 5 stars,  Very good experience about the product
1762,Ram Kumar Reddy,OnePlus 9r,5.0 out of 5 stars,  Works good daily day to day basics....
1763,Rajadurai,Fantastic. Just love this mobile❤️,5.0 out of 5 stars,"  Fingerprint reader,battery life,camera quality"
1764,pridhuvyas,Good,4.0 out of 5 stars,  Disappointed with battery draining
1765,Kavita Khanna,Nice ohote with nice features,5.0 out of 5 stars,  Very nice phone but heat a little bit
1766,Rahul,mere order ke sath mobile bill nahin aaya Hai,1.0 out of 5 stars,  mere order ke sath mobile bill nahin aaya Hai
1767,SayakC,"Processor, camera and display",5.0 out of 5 stars,  Best phone at 40k price range
1768,Aashish Varghese George,Superbb,5.0 out of 5 stars,  Very nice smartphone must buy
1769,yash kumar,Others phone Good,5.0 out of 5 stars,  Battery backup to low
1770,Sounik Das,9r,2.0 out of 5 stars,  Camera thik hai. Baki sab bekar hai.
1771,Chirag,Buy only when its under 40k,4.0 out of 5 stars,  Your browser does not support HTML5 video.
1772,Benny sandeep,Battery and display is too good,5.0 out of 5 stars,  The product is very to good ..Value of money
1773,Sridhar,Great to use oneplus,5.0 out of 5 stars,  Great battery life is good no heating issuse
1774,Amazon Customer,Phone is good but not much different of previous 5t phone,4.0 out of 5 stars,  Mostly for listening cals nd to listen music
1775,swapnil mene,Very Nice Product,5.0 out of 5 stars,  Your browser does not support HTML5 video.
1776,SHIVANSHU GUPTA,Awesome product,5.0 out of 5 stars,  Nice phone with good camera and new features
1777,Vibha,Don't buy,1.0 out of 5 stars,"  Not worth the money, had better expectations"
1778,Ibrahim,Heating touch,1.0 out of 5 stars,  Heating issue poor battery quality and touch
1779,Manbeer,Super,5.0 out of 5 stars,  Super
1780,Amazon Customer,Overall phone is good,5.0 out of 5 stars,  Battery life is good
1781,Sreekar,Really happy,5.0 out of 5 stars,  Great phone
1782,shahwar,Just wow,5.0 out of 5 stars,  Superb phone
1783,Nileshgiri Goswami,value for money,5.0 out of 5 stars,  Awesome.....
1784,Ashwin r.,Very goos,5.0 out of 5 stars,  Fast reading
1785,Saurabh Raj Kindo,Osome phone,5.0 out of 5 stars,  Touch & camera & battery life good.
1786,Arun,Very Neat Phone,5.0 out of 5 stars,  Overall Performance is really good.
1787,Mahisravanallu,Want updates very badly,3.0 out of 5 stars,"  Not as expected in gaming, camera, battery,"
1788,Samir Chandanshive,disappointed with this product also there is no replacements policy of 15 days i wasted my money.,1.0 out of 5 stars,"  I dislike speaker quality, product quality."
1789,Amazon Customer,Very helpful,5.0 out of 5 stars,  Good
1790,sakil biswas,Happy,5.0 out of 5 stars,  Nice
1791,bittoo kumar pandey,Good,5.0 out of 5 stars,  Good
1792,Hasnain,Don't look at bad reviews. Phone is awesome,5.0 out of 5 stars,  Best
1793,Amazon Customer,Brand,4.0 out of 5 stars,  Nice product n best quality
1794,Ravindra Lamani,All good,5.0 out of 5 stars,  Good mobile
1795,ashish,💯 💯 good quality assurance and quality mobile.,5.0 out of 5 stars,  All things are good enough..in this mobile.
1796,Francium AmitK,Amazing camera & processor,5.0 out of 5 stars,  Nice phone in this budget.
1797,Anant Goel,Best . Go for it,5.0 out of 5 stars,  Go for it . Best under 50k
1798,Muzaffar,Good mobile 📱value for money,5.0 out of 5 stars,  Good phone value for money
1799,indrapala reddy mereddy,Worth every penny,5.0 out of 5 stars,  Absolutely worth the price
1800,Rahul Tirkey,Brightness issue,3.0 out of 5 stars,  Brightness is too low for daylight
1801,V Venkata Reddy,Hii,5.0 out of 5 stars,  Value for money is to good for this mobile
1802,Amazon Customer,Overall good but little bit heating issue,4.0 out of 5 stars,  Heats a little bit
1803,vaman,Good,4.0 out of 5 stars,  Good phone
1804,shiv bhagwan,Camera,5.0 out of 5 stars,  Nice phone
1805,Sreekanth,Battery life is weird,2.0 out of 5 stars,  Battery gets drained in 5-6 hours
1806,vikram shridhar yadav,U buy phone once so 1+ is all u need,5.0 out of 5 stars,  1+ One phone great than any other
1807,vijay,Best phone,4.0 out of 5 stars,  Best phone.no heating issue after update.
1808,Kuldeep kumar,Excellent,5.0 out of 5 stars,  All over it is excellent.
1809,Havali,"Good camera, nice phone",4.0 out of 5 stars,  Nice product from OnePlus
1810,Ravi,Not good,1.0 out of 5 stars,  Not good product received
1811,mohammad,Not worth buying,2.0 out of 5 stars,  Heating issue is the main
1812,Abhishek Garg,"Charging speed, 120hz refresh rate and overall OS smoothness.",5.0 out of 5 stars,  👍
1813,Amazon Customer,Superb,5.0 out of 5 stars,  Nothing like oneplus9R. Superb experience
1814,Md Sagir,It’s performance,5.0 out of 5 stars,  Very nice product
1815,Sai Harikrishna Nidamanuri,Nice,5.0 out of 5 stars,  Nice mobile phone
1816,Amazon Customer,Battery life is too short,4.0 out of 5 stars,  Battery life is too short
1817,Gopi krishna,Just Ok,3.0 out of 5 stars,  Ok mobile
1818,Tushar Mangale,Loved it.,5.0 out of 5 stars,  Loved it.
1819,Rohan,Best budget phone but has heating issue on heavy usage,4.0 out of 5 stars,  If use heavily it slightly heats
1820,9956008877,Op9r,3.0 out of 5 stars,  All good but average battery performance
1821,Saikrishna Matcha,Another satisfactory thing from OP,5.0 out of 5 stars,  It's slaying in the carbon / matte balck
1822,NIRAJ KUMAR SINGH,Best smartphone under 50k... value for money,5.0 out of 5 stars,  Extended battery life...
1823,Amazon Customer,Good phone,3.0 out of 5 stars,  Not as good as i thought
1824,Bhavnesh J. Patel,Over all good mobile,5.0 out of 5 stars,  It should be little wide
1825,GOVIND JADHAV,It's an awesome experience,5.0 out of 5 stars,  We trust ur company nothing to say about
1826,prashant Mishra,Camera features,5.0 out of 5 stars,  All good
1827,vishnu arora,Loved it,4.0 out of 5 stars,  Loved it
1828,Tirmani Srikanth GoUd,Oxigen os,5.0 out of 5 stars,  Nice oxigen os operating system
1829,Vishal singh,Best in best,5.0 out of 5 stars,  One plus in the best of any anroid phon
1830,Akshay R Indulkar,Everything is Better,5.0 out of 5 stars,  Awesome MobileSmooth and Adorable
1831,Tanmay kumar,Good performance... super smooth,4.0 out of 5 stars,  Better than OnePlus 9..
1832,Arvind,Value for money,5.0 out of 5 stars,  Overall very good phone
1833,D Umar Chand,Genuine product,5.0 out of 5 stars,  The product was genuine
1834,Krishna,Good phone at this price,5.0 out of 5 stars,  Very Nice Phone
1835,baboolal,Best Phone,5.0 out of 5 stars,  Excellent Phone
1836,Pareshkumar Patel,Grt,5.0 out of 5 stars,  Awesome
1837,Mohit,Phone looks like speed looks but battery lasts little,4.0 out of 5 stars,  One Plus All Phone Hi Awesome:
1838,Jagadish HR,Camera and speed,5.0 out of 5 stars,  Awesome for using speedy phone
1839,chaitanya Kumar,Super phone,5.0 out of 5 stars,"  Camera good, battery life good"
1840,Karthik reddy,It's good phone and worthy,5.0 out of 5 stars,  It's but should had been a good camera
1841,Gopal bagwan,Hanging device,3.0 out of 5 stars,  Hanging problem in unlockingTime
1842,Rupak singh,"Call sound quality is not good, why ?",4.0 out of 5 stars,  On call its sound quality is not good.
1843,Animesh Ghosh,Great phone Poor Camera,5.0 out of 5 stars,  Great phone but average camera quality
1844,Manas,God of performance,5.0 out of 5 stars,  Nice product.. everything is excellent
1845,noorislam,Very bad,1.0 out of 5 stars,  Battery is very down soon soon battery
1846,Yogendra K.,Easy to use,5.0 out of 5 stars,  Bettar quality
1847,abhishek g.,Awesom,5.0 out of 5 stars,  Screen quality
